;;;;;;;;;SCA;SCA;SCA Types;SCA Types;SCA Types;SCA Types;SCA Types;SCA Types;GCA;GCA;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;SCA;SCA90;PassLive;PassDead;Drib;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;Drib;Sh;Fld;Def;OG;Matches
750;Erik Durm\Erik-Durm;de GER;DF;Eint Frankfurt;de Bundesliga;27;1992;5.7;9;1.59;6;0;1;2;0;0;1;0.18;1;0;0;0;0;0;0;Matches
751;Riza Durmisi\Riza-Durmisi;dk DEN;DF;Nice;fr Ligue 1;25;1994;1.8;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
752;Hugo Duro\Hugo-Duro;es ESP;FWMF;Getafe;es La Liga;19;1999;4.2;7;1.67;3;0;0;0;4;0;2;0.48;1;0;0;0;1;0;0;Matches
753;Jean-Kevin Duverne\Jean-Kevin-Duverne;fr FRA;DF;Brest;fr Ligue 1;22;1997;13.1;11;0.84;9;0;1;0;0;0;2;0.15;1;0;0;0;0;0;1;Matches
754;Paulo Dybala\Paulo-Dybala;ar ARG;FWMF;Juventus;it Serie A;25;1993;23.9;151;6.31;96;18;14;7;12;3;25;1.04;10;2;4;2;4;2;1;Matches
755;Edin Džeko\Edin-Dzeko;ba BIH;FW;Roma;it Serie A;33;1986;31.7;112;3.53;79;1;12;9;10;1;18;0.57;11;0;1;2;4;0;0;Matches
756;Blerim Džemaili\Blerim-Dzemaili;ch SUI;MF;Bologna;it Serie A;33;1986;7.8;31;4.00;26;1;0;0;2;2;1;0.13;1;0;0;0;0;0;0;Matches
757;Bruno Ecuele Manga\Bruno-Ecuele-Manga;ga GAB;DF;Dijon;fr Ligue 1;31;1988;28.0;11;0.39;8;0;0;3;0;0;1;0.04;0;0;0;1;0;0;0;Matches
758;Simone Edera\Simone-Edera;it ITA;MFFW;Torino;it Serie A;22;1997;4.4;17;3.84;6;6;1;2;2;0;2;0.45;1;0;0;1;0;0;0;Matches
759;Ederson\Ederson;br BRA;GK;Manchester City;eng Premier League;25;1993;34.1;4;0.12;4;0;0;0;0;0;1;0.03;1;0;0;0;0;0;0;Matches
760;John Egan\John-Egan;ie IRL;DF;Sheffield Utd;eng Premier League;26;1992;35.4;6;0.17;3;0;0;3;0;0;1;0.03;0;0;0;1;0;0;0;Matches
761;Johannes Eggestein\Johannes-Eggestein;de GER;MFFW;Werder Bremen;de Bundesliga;21;1998;5.7;11;1.94;7;1;1;2;0;0;0;0.00;0;0;0;0;0;0;0;Matches
762;Maximilian Eggestein\Maximilian-Eggestein;de GER;MFDF;Werder Bremen;de Bundesliga;22;1996;31.7;69;2.18;53;0;5;7;2;2;7;0.22;5;0;0;1;0;1;0;Matches
763;Kingsley Ehizibue\Kingsley-Ehizibue;nl NED;DF;Köln;de Bundesliga;24;1995;25.9;40;1.55;27;4;5;1;2;1;4;0.15;3;0;1;0;0;0;0;Matches
764;Albin Ekdal\Albin-Ekdal;se SWE;MF;Sampdoria;it Serie A;30;1989;26.5;57;2.15;49;0;0;2;5;1;7;0.26;4;0;0;0;3;0;0;Matches
765;Harvey Elliot\Harvey-Elliot;eng ENG;DF;Liverpool;eng Premier League;16;2003;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
766;Elif Elmas\Elif-Elmas;mk MKD;MF;Napoli;it Serie A;19;1999;12.6;46;3.65;31;0;8;2;3;1;4;0.32;2;0;0;0;0;1;1;Matches
767;Ilay Elmkies\Ilay-Elmkies;il ISR;MF;Hoffenheim;de Bundesliga;19;2000;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
768;Ahmed Elmohamady\Ahmed-Elmohamady;eg EGY;DF;Aston Villa;eng Premier League;31;1987;11.5;28;2.44;27;1;0;0;0;0;1;0.09;1;0;0;0;0;0;0;Matches
769;Aritz Elustondo\Aritz-Elustondo;es ESP;DF;Real Sociedad;es La Liga;25;1994;16.8;10;0.60;8;0;0;1;1;0;3;0.18;2;0;0;1;0;0;0;Matches
770;Nico Elvedi\Nico-Elvedi;ch SUI;DF;M'Gladbach;de Bundesliga;22;1996;29.1;8;0.28;7;0;0;1;0;0;1;0.03;1;0;0;0;0;0;0;Matches
771;Rodrigo Ely\Rodrigo-Ely;br BRA;DF;Alavés;es La Liga;25;1993;23.6;2;0.08;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
772;Adri Embarba\Adri-Embarba;es ESP;MFFW;Espanyol;es La Liga;27;1992;15.2;33;2.17;17;5;4;2;5;0;4;0.26;4;0;0;0;0;0;0;Matches
773;Breel Embolo\Breel-Embolo;ch SUI;FWMF;M'Gladbach;de Bundesliga;22;1997;17.2;57;3.31;35;0;5;6;9;1;12;0.70;7;0;0;1;2;1;1;Matches
774;Emerson\Emerson;br BRA;DF;Betis;es La Liga;20;1999;31.5;60;1.90;47;0;3;2;5;3;8;0.25;6;0;1;0;1;0;0;Matches
775;Renaud Emond\Renaud-Emond;be BEL;FWMF;Nantes;fr Ligue 1;27;1991;3.2;6;1.85;3;0;0;0;2;0;1;0.31;0;0;0;0;0;0;1;Matches
776;Alan Empereur\Alan-Empereur;br BRA;DF;Hellas Verona;it Serie A;25;1994;9.5;4;0.42;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
777;Youssef En-Nesyri\Youssef-En-Nesyri;ma MAR;FW;Leganés;es La Liga;22;1997;15.4;24;1.56;14;0;2;3;3;2;5;0.32;3;0;0;1;0;1;0;Matches
778;Youssef En-Nesyri\Youssef-En-Nesyri;ma MAR;FW;Sevilla;es La Liga;22;1997;8.8;6;0.68;5;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
779;Björn Engels\Bjorn-Engels;be BEL;DF;Aston Villa;eng Premier League;24;1994;16.1;6;0.37;5;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
780;Sergi Enrich\Sergi-Enrich;es ESP;FW;Eibar;es La Liga;29;1990;20.7;19;0.92;12;0;1;3;3;0;5;0.24;3;0;0;1;1;0;0;Matches
781;Javier Eraso\Javier-Eraso;es ESP;MFFW;Leganés;es La Liga;29;1990;9.1;14;1.55;9;3;0;0;2;0;0;0.00;0;0;0;0;0;0;0;Matches
782;Christian Eriksen\Christian-Eriksen;dk DEN;MFFW;Tottenham;eng Premier League;27;1992;12.2;41;3.36;31;8;1;0;0;1;3;0.25;2;1;0;0;0;0;0;Matches
783;Christian Eriksen\Christian-Eriksen;dk DEN;MF;Inter;it Serie A;27;1992;7.8;37;4.74;24;9;1;1;1;1;6;0.77;5;0;0;1;0;0;0;Matches
784;Gonzalo Escalante\Gonzalo-Escalante;ar ARG;MF;Eibar;es La Liga;26;1993;18.6;18;0.97;10;1;1;1;4;1;3;0.16;1;0;0;0;2;0;0;Matches
785;Aarón Escandell\Aaron-Escandell;es ESP;GK;Granada;es La Liga;23;1995;3.0;2;0.67;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
786;Sergio Escudero\Sergio-Escudero;es ESP;DF;Sevilla;es La Liga;29;1989;8.6;12;1.40;9;0;2;1;0;0;1;0.12;0;0;0;1;0;0;0;Matches
787;Espeto\Espeto;br BRA;DFMF;SPAL;it Serie A;22;1997;23.4;69;2.94;42;1;11;6;5;4;6;0.26;2;0;0;2;0;2;0;Matches
788;Bernardo Espinosa\Bernardo-Espinosa;co COL;DF;Espanyol;es La Liga;30;1989;25.1;8;0.32;8;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
789;Sebastiano Esposito\Sebastiano-Esposito;it ITA;FW;Inter;it Serie A;17;2002;2.2;7;3.17;4;0;0;2;0;1;0;0.00;0;0;0;0;0;0;0;Matches
790;Esquerdo\Esquerdo;es ESP;MF;Valencia;es La Liga;20;1999;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
791;Alexander Esswein\Alexander-Esswein;de GER;FWMF;Hertha BSC;de Bundesliga;29;1990;2.4;4;1.69;3;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
792;Pervis Estupiñán\Pervis-Estupinan;ec ECU;DF;Osasuna;es La Liga;21;1998;33.1;76;2.30;64;6;3;2;0;1;10;0.30;7;2;0;1;0;0;0;Matches
793;Oghenekaro Etebo\Oghenekaro-Etebo;ng NGA;MF;Getafe;es La Liga;23;1995;6.4;7;1.10;6;0;0;1;0;0;1;0.16;1;0;0;0;0;0;0;Matches
794;Beñat Etxebarria\Benat-Etxebarria;es ESP;MF;Athletic Club;es La Liga;32;1987;4.4;12;2.74;2;10;0;0;0;0;1;0.23;1;0;0;0;0;0;0;Matches
795;Xabier Etxeita\Xabier-Etxeita;es ESP;DF;Getafe;es La Liga;31;1987;16.1;5;0.31;4;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
796;Antony Evans\Antony-Evans;eng ENG;MFDF;Paderborn 07;de Bundesliga;20;1998;1.7;8;4.62;4;4;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
797;Jonny Evans\Jonny-Evans;nir NIR;DF;Leicester City;eng Premier League;31;1988;37.6;23;0.61;17;0;1;3;1;1;4;0.11;3;0;0;0;1;0;0;Matches
798;Edu Expósito\Edu-Exposito;es ESP;MF;Eibar;es La Liga;22;1996;25.7;44;1.71;31;0;3;6;2;2;3;0.12;2;0;0;1;0;0;0;Matches
799;Valentin Eysseric\Valentin-Eysseric;fr FRA;MFFW;Hellas Verona;it Serie A;27;1992;3.9;18;4.59;13;4;1;0;0;0;1;0.25;1;0;0;0;0;0;0;Matches
800;Valentin Eysseric\Valentin-Eysseric;fr FRA;MF;Fiorentina;it Serie A;27;1992;0.5;4;8.57;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
801;?ukasz Fabia?ski\Lukasz-Fabianski;pl POL;GK;West Ham;eng Premier League;34;1985;23.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
802;Fabinho\Fabinho;br BRA;MF;Liverpool;eng Premier League;25;1993;23.1;34;1.47;30;0;1;0;1;2;3;0.13;3;0;0;0;0;0;0;Matches
803;Fábio\Fabio;br BRA;DF;Nantes;fr Ligue 1;29;1990;9.3;14;1.51;12;0;0;1;0;1;0;0.00;0;0;0;0;0;0;0;Matches
804;Cesc Fàbregas\Cesc-Fabregas;es ESP;MF;Monaco;fr Ligue 1;32;1987;10.3;45;4.35;35;8;1;0;0;1;8;0.77;7;1;0;0;0;0;0;Matches
805;Fabricio\Fabricio;es ESP;GK;Mallorca;es La Liga;31;1987;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
806;Ralf Fährmann\Ralf-Fahrmann;de GER;GK;Norwich City;eng Premier League;30;1988;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
807;Fayçal Fajr\Faycal-Fajr;ma MAR;MF;Getafe;es La Liga;30;1988;4.5;18;4.02;12;6;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
808;Luca Falbo\Luca-Falbo;it ITA;DF;Lazio;it Serie A;19;2000;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
809;Filippo Falco\Filippo-Falco;it ITA;FWMF;Lecce;it Serie A;27;1992;22.4;125;5.59;87;15;8;8;6;1;13;0.58;7;4;0;2;0;0;0;Matches
810;Eliseo Falcon\Eliseo-Falcon;es ESP;DFMF;Levante;es La Liga;22;1997;0.8;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
811;Wladimiro Falcone\Wladimiro-Falcone;it ITA;GK;Sampdoria;it Serie A;24;1995;2.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
812;Simon Falette\Simon-Falette;gn GUI;DF;Eint Frankfurt;de Bundesliga;27;1992;1.0;2;2.00;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
813;Iago Falque\Iago-Falque;es ESP;MFFW;Torino;it Serie A;29;1990;1.1;3;2.65;2;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
814;Iago Falque\Iago-Falque;es ESP;MF;Genoa;it Serie A;29;1990;5.8;18;3.12;14;1;1;1;0;1;1;0.17;1;0;0;0;0;0;0;Matches
815;Akin Famewo\Akin-Famewo;eng ENG;MF;Norwich City;eng Premier League;20;1998;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
816;Andri Fannar Baldursson\Andri-Fannar-Baldursson;is ISL;MF;Bologna;it Serie A;17;2002;1.6;4;2.52;3;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
817;Paolo Faragò\Paolo-Farago;it ITA;DF;Cagliari;it Serie A;26;1993;14.9;27;1.81;21;4;0;0;1;1;4;0.27;3;0;0;0;0;1;0;Matches
818;Davide Faraoni\Davide-Faraoni;it ITA;DF;Hellas Verona;it Serie A;27;1991;35.9;60;1.67;43;8;3;3;3;0;4;0.11;3;1;0;0;0;0;0;Matches
819;Mohamed Fares\Mohamed-Fares;dz ALG;DFMF;SPAL;it Serie A;23;1996;4.7;5;1.07;5;0;0;0;0;0;1;0.21;1;0;0;0;0;0;0;Matches
820;Diego Farias\Diego-Farias;br BRA;FWMF;Lecce;it Serie A;29;1990;9.2;37;4.04;26;3;5;1;2;0;4;0.44;1;0;1;0;2;0;0;Matches
821;Ansu Fati\Ansu-Fati;es ESP;FWDF;Barcelona;es La Liga;16;2002;11.4;38;3.33;24;2;7;2;3;0;3;0.26;1;0;2;0;0;0;0;Matches
822;Julien Faussurier\Julien-Faussurier;fr FRA;DF;Brest;fr Ligue 1;32;1987;22.0;55;2.50;43;8;0;2;1;1;7;0.32;3;2;0;1;0;1;0;Matches
823;Andrea Favilli\Andrea-Favilli;it ITA;FW;Genoa;it Serie A;22;1997;7.3;12;1.64;10;0;0;0;2;0;0;0.00;0;0;0;0;0;0;0;Matches
824;Federico Fazio\Federico-Fazio;ar ARG;DF;Roma;it Serie A;32;1987;13.5;7;0.52;6;1;0;0;0;0;3;0.22;2;1;0;0;0;0;0;Matches
825;Aleix Febas\Aleix-Febas;es ESP;MF;Mallorca;es La Liga;23;1996;18.8;42;2.24;35;0;1;0;6;0;5;0.27;4;0;0;0;1;0;0;Matches
826;Zouhair Feddal\Zouhair-Feddal;ma MAR;DF;Betis;es La Liga;30;1989;15.9;15;0.94;11;0;0;2;0;2;4;0.25;3;0;0;1;0;0;0;Matches
827;Ljubomir Fejsa\Ljubomir-Fejsa;rs SRB;MF;Alavés;es La Liga;30;1988;8.7;3;0.34;2;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
828;Nabil Fekir\Nabil-Fekir;fr FRA;MFFW;Betis;es La Liga;26;1993;29.3;115;3.92;68;2;16;11;14;4;11;0.38;6;0;0;1;4;0;0;Matches
829;Felipe\Felipe;br BRA;DF;Atlético Madrid;es La Liga;30;1989;23.4;12;0.51;6;0;1;5;0;0;2;0.09;0;0;0;2;0;0;0;Matches
830;Luiz Felipe\Luiz-Felipe;br BRA;DF;Lazio;it Serie A;22;1997;22.5;15;0.67;13;1;1;0;0;0;6;0.27;5;0;1;0;0;0;0;Matches
831;Lucas Felippe\Lucas-Felippe;br BRA;MFDF;Hellas Verona;it Serie A;19;2000;0.3;1;3.21;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
832;Ohis Felix Uduokhai\Ohis-Felix-Uduokhai;de GER;DF;Augsburg;de Bundesliga;21;1997;21.8;6;0.27;4;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
833;João Félix\Joao-Felix;pt POR;FWMF;Atlético Madrid;es La Liga;19;1999;19.4;50;2.58;30;2;4;6;8;0;4;0.21;1;1;1;0;1;0;0;Matches
834;Kiko Femenía\Kiko-Femenia;es ESP;DF;Watford;eng Premier League;28;1991;24.9;33;1.33;27;3;1;0;1;1;3;0.12;0;1;1;0;1;0;0;Matches
835;Zinedine Ferhat\Zinedine-Ferhat;dz ALG;FWMF;Nîmes;fr Ligue 1;26;1993;25.0;91;3.65;48;19;13;4;5;2;6;0.24;4;0;1;1;0;0;0;Matches
836;Bruno Fernandes\Bruno-Fernandes;pt POR;MF;Manchester Utd;eng Premier League;24;1994;13.2;58;4.40;39;12;1;2;3;1;12;0.91;6;3;0;0;3;0;0;Matches
837;Edimilson Fernandes\Edimilson-Fernandes;ch SUI;MFDF;Mainz 05;de Bundesliga;23;1996;16.5;32;1.94;26;0;3;1;1;1;1;0.06;1;0;0;0;0;0;0;Matches
838;Gedson Fernandes\Gedson-Fernandes;pt POR;MFDF;Tottenham;eng Premier League;20;1999;0.8;3;3.97;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
839;Gelson Fernandes\Gelson-Fernandes;ch SUI;MF;Eint Frankfurt;de Bundesliga;32;1986;8.6;6;0.70;5;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0;Matches
840;Matheus Fernandes\Matheus-Fernandes;br BRA;MF;Valladolid;es La Liga;21;1998;1.8;;;;;;;;;;;;;;;;;;Matches
841;Aitor Fernández\Aitor-Fernandez;es ESP;GK;Levante;es La Liga;28;1991;36.0;4;0.11;3;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
842;Andrés Fernández\Andres-Fernandez;es ESP;GK;Villarreal;es La Liga;32;1986;4.3;1;0.25;1;0;0;0;0;0;1;0.25;1;0;0;0;0;0;0;Matches
843;Carlos Fernández\Carlos-Fernandez;es ESP;FWMF;Granada;es La Liga;23;1996;24.5;47;1.92;28;1;4;6;5;3;11;0.45;4;0;1;1;3;2;0;Matches
844;Federico Fernández\Federico-Fernandez;ar ARG;DF;Newcastle Utd;eng Premier League;30;1989;29.1;10;0.34;6;0;1;3;0;0;3;0.10;1;0;0;2;0;0;0;Matches
845;Gabriel Fernández\Gabriel-Fernandez;uy URU;FWMF;Celta Vigo;es La Liga;25;1994;6.2;4;0.64;3;0;1;0;0;0;1;0.16;1;0;0;0;0;0;0;Matches
846;Joaquín Fernández\Joaquin-Fernandez;es ESP;MFDF;Valladolid;es La Liga;23;1996;18.4;14;0.76;12;1;0;0;1;0;2;0.11;1;0;0;0;1;0;0;Matches
847;Fernandinho\Fernandinho;br BRA;DF;Manchester City;eng Premier League;34;1985;26.6;27;1.01;24;0;0;3;0;0;5;0.19;5;0;0;0;0;0;0;Matches
848;Fernando\Fernando;br BRA;MF;Sevilla;es La Liga;32;1987;29.5;31;1.05;26;0;1;3;1;0;3;0.10;3;0;0;0;0;0;0;Matches
849;Juan Ferney Otero\Juan-Ferney-Otero;co COL;FWMF;Amiens;fr Ligue 1;24;1995;13.4;29;2.17;18;0;5;1;4;1;3;0.22;2;0;0;0;1;0;0;Matches
850;Alex Ferrari\Alex-Ferrari;it ITA;DF;Sampdoria;it Serie A;25;1994;11.2;5;0.45;4;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
851;Facundo Ferreyra\Facundo-Ferreyra;ar ARG;FW;Espanyol;es La Liga;28;1991;6.4;9;1.41;9;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
852;Jordan Ferri\Jordan-Ferri;fr FRA;MF;Montpellier;fr Ligue 1;27;1992;12.8;34;2.66;24;4;2;1;3;0;0;0.00;0;0;0;0;0;0;0;Matches
853;Oliver Fink\Oliver-Fink;de GER;MFFW;Düsseldorf;de Bundesliga;37;1982;7.5;22;2.93;15;0;1;1;3;2;3;0.40;2;0;0;0;1;0;0;Matches
854;Alfreð Finnbogason\Alfred-Finnbogason;is ISL;FW;Augsburg;de Bundesliga;30;1989;10.7;32;2.98;24;0;1;5;1;1;4;0.37;4;0;0;0;0;0;0;Matches
855;Roberto Firmino\Roberto-Firmino;br BRA;FW;Liverpool;eng Premier League;27;1991;33.2;97;2.92;72;0;15;4;3;3;19;0.57;14;0;4;1;0;0;0;Matches
856;Junior Firpo\Junior-Firpo;es ESP;DF;Barcelona;es La Liga;22;1996;11.3;15;1.33;14;0;1;0;0;0;3;0.27;2;0;1;0;0;0;0;Matches
857;John Fleck\John-Fleck;sco SCO;MF;Sheffield Utd;eng Premier League;27;1991;28.0;73;2.61;48;16;5;2;0;2;5;0.18;4;0;1;0;0;0;0;Matches
858;Mark Flekken\Mark-Flekken;nl NED;GK;Freiburg;de Bundesliga;26;1993;10.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
859;Sergio Floccari\Sergio-Floccari;it ITA;FW;SPAL;it Serie A;37;1981;10.5;22;2.10;17;0;3;1;1;0;0;0.00;0;0;0;0;0;0;0;Matches
860;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DF;Valencia;es La Liga;28;1991;8.4;7;0.84;7;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
861;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DFFW;Roma;it Serie A;28;1991;11.1;24;2.17;22;1;0;1;0;0;2;0.18;2;0;0;0;0;0;0;Matches
862;Phil Foden\Phil-Foden;eng ENG;FWMF;Manchester City;eng Premier League;19;2000;10.0;45;4.50;35;2;3;1;3;1;8;0.80;8;0;0;0;0;0;0;Matches
863;Mamadou Fofana\Mamadou-Fofana;ml MLI;DFMF;Metz;fr Ligue 1;21;1998;17.6;13;0.74;9;0;2;2;0;0;0;0.00;0;0;0;0;0;0;0;Matches
864;Seko Fofana\Seko-Fofana;ci CIV;MF;Udinese;it Serie A;24;1995;25.0;91;3.64;75;1;10;2;3;0;8;0.32;7;0;1;0;0;0;0;Matches
865;Wesley Fofana\Wesley-Fofana;fr FRA;DF;Saint-Étienne;fr Ligue 1;18;2000;13.5;7;0.52;6;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
866;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Monaco;fr Ligue 1;20;1999;6.8;12;1.77;9;0;1;1;1;0;2;0.30;2;0;0;0;0;0;0;Matches
867;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Strasbourg;fr Ligue 1;20;1999;11.2;16;1.43;14;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0;Matches
868;Thomas Foket\Thomas-Foket;be BEL;DF;Reims;fr Ligue 1;24;1994;27.0;44;1.63;37;4;1;0;0;2;3;0.11;3;0;0;0;0;0;0;Matches
869;Lamine Fomba\Lamine-Fomba;fr FRA;MF;Nîmes;fr Ligue 1;21;1998;15.3;22;1.44;18;0;2;0;0;2;0;0.00;0;0;0;0;0;0;0;Matches
870;José Fonte\Jose-Fonte;pt POR;DF;Lille;fr Ligue 1;35;1983;24.5;12;0.49;9;0;0;3;0;0;1;0.04;1;0;0;0;0;0;0;Matches
871;Pablo Fornals\Pablo-Fornals;es ESP;MFFW;West Ham;eng Premier League;23;1996;24.1;48;1.99;38;4;1;2;3;0;9;0.37;9;0;0;0;0;0;0;Matches
872;Emil Forsberg\Emil-Forsberg;se SWE;MFFW;RB Leipzig;de Bundesliga;27;1991;12.7;51;4.02;36;6;3;1;4;1;4;0.32;3;0;0;0;1;0;0;Matches
873;Hernâni Fortes\Hernani-Fortes;pt POR;MFFW;Levante;es La Liga;27;1991;7.3;22;3.03;14;1;5;0;2;0;0;0.00;0;0;0;0;0;0;0;Matches
874;Ben Foster\Ben-Foster;eng ENG;GK;Watford;eng Premier League;36;1983;38.0;5;0.13;2;3;0;0;0;0;1;0.03;1;0;0;0;0;0;0;Matches
875;Lyle Foster\Lyle-Foster;za RSA;FW;Monaco;fr Ligue 1;18;2000;0.7;1;1.45;0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
876;Timothy Fosu-Mensah\Timothy-Fosu-Mensah;nl NED;DF;Manchester Utd;eng Premier League;21;1998;1.5;3;1.99;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
877;Dimitri Foulquier\Dimitri-Foulquier;fr FRA;MFDF;Watford;eng Premier League;26;1993;0.7;1;1.53;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
878;Dimitri Foulquier\Dimitri-Foulquier;fr FRA;DF;Granada;es La Liga;26;1993;12.4;11;0.88;10;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
879;Juan Foyth\Juan-Foyth;ar ARG;DF;Tottenham;eng Premier League;21;1998;0.8;1;1.32;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
880;Gianluca Frabotta\Gianluca-Frabotta;it ITA;DF;Juventus;it Serie A;20;1999;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
881;Raphael Framberger\Raphael-Framberger;de GER;DF;Augsburg;de Bundesliga;23;1995;13.1;11;0.84;9;0;1;0;1;0;2;0.15;2;0;0;0;0;0;0;Matches
882;Simon Francis\Simon-Francis;eng ENG;DF;Bournemouth;eng Premier League;34;1985;10.8;7;0.65;6;0;1;0;0;0;1;0.09;1;0;0;0;0;0;0;Matches
883;Mike Frantz\Mike-Frantz;de GER;MFDF;Freiburg;de Bundesliga;32;1986;3.9;7;1.80;7;0;0;0;0;0;1;0.26;1;0;0;0;0;0;0;Matches
884;Ryan Fraser\Ryan-Fraser;sco SCO;MFFW;Bournemouth;eng Premier League;25;1994;23.0;67;2.92;44;17;2;1;2;1;6;0.26;3;2;0;1;0;0;0;Matches
885;Fred\Fred;br BRA;MF;Manchester Utd;eng Premier League;26;1993;24.0;85;3.54;64;8;4;2;5;2;1;0.04;1;0;0;0;0;0;0;Matches
886;Ryan Fredericks\Ryan-Fredericks;eng ENG;DF;West Ham;eng Premier League;26;1992;24.9;47;1.89;42;3;1;0;1;0;5;0.20;5;0;0;0;0;0;0;Matches
887;Kieron Freeman\Kieron-Freeman;wal WAL;FW;Sheffield Utd;eng Premier League;27;1992;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
888;Luke Freeman\Luke-Freeman;eng ENG;MF;Sheffield Utd;eng Premier League;27;1992;4.1;5;1.23;4;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
889;Remo Freuler\Remo-Freuler;ch SUI;MF;Atalanta;it Serie A;27;1992;26.0;65;2.50;54;3;3;2;2;1;7;0.27;5;0;1;1;0;0;0;Matches
890;Marco Friedl\Marco-Friedl;at AUT;DF;Werder Bremen;de Bundesliga;21;1998;24.3;36;1.48;23;11;0;0;1;1;4;0.16;3;0;0;0;1;0;0;Matches
891;Marvin Friedrich\Marvin-Friedrich;de GER;DF;Union Berlin;de Bundesliga;23;1995;31.0;24;0.77;16;1;1;3;2;1;2;0.06;0;0;0;1;1;0;0;Matches
892;Samúel Friðjónsson\Samuel-Fridjonsson;is ISL;MF;Paderborn 07;de Bundesliga;23;1996;2.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
893;Jorge de Frutos\Jorge-de-Frutos;es ESP;MFFW;Valladolid;es La Liga;22;1997;0.7;1;1.53;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
894;Christian Fuchs\Christian-Fuchs;at AUT;DF;Leicester City;eng Premier League;33;1986;8.6;7;0.82;7;0;0;0;0;0;3;0.35;3;0;0;0;0;0;0;Matches
895;Angelo Fulgini\Angelo-Fulgini;fr FRA;MF;Angers;fr Ligue 1;22;1996;17.5;59;3.36;30;13;9;1;6;0;5;0.28;2;0;2;1;0;0;0;Matches
896;Niclas Füllkrug\Niclas-Fullkrug;de GER;FW;Werder Bremen;de Bundesliga;26;1993;4.5;10;2.23;8;0;1;1;0;0;1;0.22;1;0;0;0;0;0;0;Matches
