;;;;;;;;;Touches;Touches;Touches;Touches;Touches;Touches;Touches;Dribbles;Dribbles;Dribbles;Dribbles;Dribbles;Carries;Carries;Carries;Receiving;Receiving;Receiving;;;
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Succ;Att;Succ%;#Pl;Megs;Carries;TotDist;PrgDist;Targ;Rec;Rec%;Miscon;Dispos;Matches
817;Paolo Faragò\Paolo-Farago;it ITA;DF;Cagliari;it Serie A;26;1993;14.9;1084;96;368;502;277;20;943;11;16;68.8;12;0;598;3743;2310;697;635;91.1;9;11;Matches
818;Davide Faraoni\Davide-Faraoni;it ITA;DF;Hellas Verona;it Serie A;27;1991;35.9;2161;180;577;985;693;71;1851;41;69;59.4;43;6;1203;5461;2950;1343;1179;87.8;33;23;Matches
819;Mohamed Fares\Mohamed-Fares;dz ALG;DFMF;SPAL;it Serie A;23;1996;4.7;262;13;89;121;66;3;240;5;8;62.5;5;0;173;828;516;206;184;89.3;12;5;Matches
820;Diego Farias\Diego-Farias;br BRA;FWMF;Lecce;it Serie A;29;1990;9.2;477;8;70;197;245;55;452;24;36;66.7;27;2;372;2766;1711;446;362;81.2;19;17;Matches
821;Ansu Fati\Ansu-Fati;es ESP;FWDF;Barcelona;es La Liga;16;2002;11.4;724;8;41;238;503;110;708;23;56;41.1;26;1;590;4224;2860;702;600;85.5;34;22;Matches
822;Julien Faussurier\Julien-Faussurier;fr FRA;DF;Brest;fr Ligue 1;32;1987;22.0;1502;94;501;666;433;35;1215;6;18;33.3;6;1;812;4076;2301;969;842;86.9;20;16;Matches
823;Andrea Favilli\Andrea-Favilli;it ITA;FW;Genoa;it Serie A;22;1997;7.3;293;7;19;149;148;36;279;6;11;54.5;6;0;179;1304;665;387;227;58.7;28;16;Matches
824;Federico Fazio\Federico-Fazio;ar ARG;DF;Roma;it Serie A;32;1987;13.5;793;107;370;425;40;11;764;9;12;75.0;10;2;482;2571;1375;530;515;97.2;2;3;Matches
825;Aleix Febas\Aleix-Febas;es ESP;MF;Mallorca;es La Liga;23;1996;18.8;906;9;150;523;292;42;889;30;48;62.5;30;2;716;4027;2120;819;671;81.9;32;43;Matches
826;Zouhair Feddal\Zouhair-Feddal;ma MAR;DF;Betis;es La Liga;30;1989;15.9;1236;177;671;611;35;16;1193;4;5;80.0;4;0;794;4412;2480;881;866;98.3;5;4;Matches
827;Ljubomir Fejsa\Ljubomir-Fejsa;rs SRB;MF;Alavés;es La Liga;30;1988;8.7;357;24;110;219;36;0;355;3;4;75.0;4;0;178;685;132;196;178;90.8;2;3;Matches
828;Nabil Fekir\Nabil-Fekir;fr FRA;MFFW;Betis;es La Liga;26;1993;29.3;1524;16;153;784;732;147;1472;84;127;66.1;87;3;1289;9024;5331;1486;1197;80.6;68;74;Matches
829;Felipe\Felipe;br BRA;DF;Atlético Madrid;es La Liga;30;1989;23.4;1175;174;636;552;45;28;1144;4;5;80.0;4;1;607;3700;1500;662;631;95.3;4;2;Matches
830;Luiz Felipe\Luiz-Felipe;br BRA;DF;Lazio;it Serie A;22;1997;22.5;1406;212;698;737;107;17;1364;7;10;70.0;8;1;937;7759;4313;986;968;98.2;9;10;Matches
831;Lucas Felippe\Lucas-Felippe;br BRA;MFDF;Hellas Verona;it Serie A;19;2000;0.3;25;0;4;15;8;0;25;0;0;;0;0;20;142;74;19;18;94.7;0;1;Matches
832;Ohis Felix Uduokhai\Ohis-Felix-Uduokhai;de GER;DF;Augsburg;de Bundesliga;21;1997;21.8;1193;264;798;431;35;12;1170;4;5;80.0;4;0;658;4547;2248;638;624;97.8;5;12;Matches
833;João Félix\Joao-Felix;pt POR;FWMF;Atlético Madrid;es La Liga;19;1999;19.4;772;9;75;401;360;85;748;20;58;34.5;24;5;590;3478;2135;862;611;70.9;40;18;Matches
834;Kiko Femenía\Kiko-Femenia;es ESP;DF;Watford;eng Premier League;28;1991;24.9;1505;64;427;704;456;22;1230;25;36;69.4;25;1;832;4512;2336;810;753;93.0;16;12;Matches
835;Zinedine Ferhat\Zinedine-Ferhat;dz ALG;FWMF;Nîmes;fr Ligue 1;26;1993;25.0;1264;22;162;507;693;85;1143;54;104;51.9;55;3;886;6868;4070;1185;861;72.7;51;47;Matches
836;Bruno Fernandes\Bruno-Fernandes;pt POR;MF;Manchester Utd;eng Premier League;24;1994;13.2;1000;17;100;490;474;41;894;15;21;71.4;15;1;655;3372;2012;849;737;86.8;23;16;Matches
837;Edimilson Fernandes\Edimilson-Fernandes;ch SUI;MFDF;Mainz 05;de Bundesliga;23;1996;16.5;944;72;278;567;152;10;932;15;27;55.6;16;0;628;3838;1696;624;575;92.1;20;24;Matches
838;Gedson Fernandes\Gedson-Fernandes;pt POR;MFDF;Tottenham;eng Premier League;20;1999;0.8;66;1;6;28;39;6;59;2;5;40.0;3;0;49;359;219;62;47;75.8;3;4;Matches
839;Gelson Fernandes\Gelson-Fernandes;ch SUI;MF;Eint Frankfurt;de Bundesliga;32;1986;8.6;336;21;115;213;20;0;335;3;4;75.0;3;0;161;655;272;159;146;91.8;0;1;Matches
840;Matheus Fernandes\Matheus-Fernandes;br BRA;MF;Valladolid;es La Liga;21;1998;1.8;;;;;;;;;;;;;;;;;;;;;Matches
841;Aitor Fernández\Aitor-Fernandez;es ESP;GK;Levante;es La Liga;28;1991;36.0;1258;1098;1249;10;0;0;792;0;0;;0;0;447;2266;1604;347;345;99.4;0;1;Matches
842;Andrés Fernández\Andres-Fernandez;es ESP;GK;Villarreal;es La Liga;32;1986;4.3;164;160;164;1;0;0;111;0;0;;0;0;78;378;197;69;69;100.0;0;0;Matches
843;Carlos Fernández\Carlos-Fernandez;es ESP;FWMF;Granada;es La Liga;23;1996;24.5;941;37;90;495;405;79;914;33;58;56.9;37;2;555;3319;1471;1051;660;62.8;69;39;Matches
844;Federico Fernández\Federico-Fernandez;ar ARG;DF;Newcastle Utd;eng Premier League;30;1989;29.1;1561;274;1005;467;161;21;1433;11;14;78.6;11;0;820;3800;1841;865;838;96.9;6;11;Matches
845;Gabriel Fernández\Gabriel-Fernandez;uy URU;FWMF;Celta Vigo;es La Liga;25;1994;6.2;192;4;16;103;92;31;187;8;13;61.5;8;0;135;1050;413;263;150;57.0;21;12;Matches
846;Joaquín Fernández\Joaquin-Fernandez;es ESP;MFDF;Valladolid;es La Liga;23;1996;18.4;947;74;330;598;54;10;915;8;10;80.0;9;0;510;2246;875;566;542;95.8;5;3;Matches
847;Fernandinho\Fernandinho;br BRA;DF;Manchester City;eng Premier League;34;1985;26.6;2435;241;972;1525;113;21;2381;12;14;85.7;12;2;1751;11288;7387;1884;1854;98.4;6;7;Matches
848;Fernando\Fernando;br BRA;MF;Sevilla;es La Liga;32;1987;29.5;1866;150;658;1116;190;32;1816;16;22;72.7;18;1;1121;5338;2496;1197;1132;94.6;22;11;Matches
849;Juan Ferney Otero\Juan-Ferney-Otero;co COL;FWMF;Amiens;fr Ligue 1;24;1995;13.4;541;14;87;253;244;36;519;13;40;32.5;15;0;367;2451;1371;521;347;66.6;25;30;Matches
850;Alex Ferrari\Alex-Ferrari;it ITA;DF;Sampdoria;it Serie A;25;1994;11.2;548;68;291;268;20;4;512;7;9;77.8;7;0;303;1783;878;280;274;97.9;3;5;Matches
851;Facundo Ferreyra\Facundo-Ferreyra;ar ARG;FW;Espanyol;es La Liga;28;1991;6.4;172;4;11;83;81;25;164;3;5;60.0;3;0;80;349;163;308;116;37.7;17;8;Matches
852;Jordan Ferri\Jordan-Ferri;fr FRA;MF;Montpellier;fr Ligue 1;27;1992;12.8;882;14;157;575;205;13;849;22;33;66.7;22;1;667;3886;2101;693;623;89.9;14;30;Matches
853;Oliver Fink\Oliver-Fink;de GER;MFFW;Düsseldorf;de Bundesliga;37;1982;7.5;379;12;64;195;142;23;374;6;11;54.5;9;1;205;1030;477;325;222;68.3;17;17;Matches
854;Alfreð Finnbogason\Alfred-Finnbogason;is ISL;FW;Augsburg;de Bundesliga;30;1989;10.7;352;11;41;156;171;47;336;4;11;36.4;5;1;206;887;418;465;242;52.0;27;19;Matches
855;Roberto Firmino\Roberto-Firmino;br BRA;FW;Liverpool;eng Premier League;27;1991;33.2;1573;21;118;743;806;229;1543;59;97;60.8;64;2;1168;6483;3589;1818;1218;67.0;64;59;Matches
856;Junior Firpo\Junior-Firpo;es ESP;DF;Barcelona;es La Liga;22;1996;11.3;948;26;233;501;293;32;858;11;20;55.0;12;2;693;3417;2076;736;696;94.6;6;9;Matches
857;John Fleck\John-Fleck;sco SCO;MF;Sheffield Utd;eng Premier League;27;1991;28.0;1406;35;213;621;658;53;1277;43;62;69.4;48;3;892;4846;2795;1004;870;86.7;30;22;Matches
858;Mark Flekken\Mark-Flekken;nl NED;GK;Freiburg;de Bundesliga;26;1993;10.0;475;436;473;3;0;0;345;2;2;100.0;2;0;244;1387;592;219;219;100.0;0;0;Matches
859;Sergio Floccari\Sergio-Floccari;it ITA;FW;SPAL;it Serie A;37;1981;10.5;365;3;27;177;188;40;344;14;24;58.3;15;0;261;1814;581;480;269;56.0;21;18;Matches
860;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DFFW;Roma;it Serie A;28;1991;11.1;780;40;224;412;208;28;703;2;11;18.2;4;1;480;3065;1915;558;510;91.4;5;5;Matches
861;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DF;Valencia;es La Liga;28;1991;8.4;552;32;188;264;127;16;477;7;10;70.0;7;1;316;1457;804;371;341;91.9;9;3;Matches
862;Phil Foden\Phil-Foden;eng ENG;FWMF;Manchester City;eng Premier League;19;2000;10.0;628;3;48;262;356;72;616;24;31;77.4;25;0;482;2647;1496;591;516;87.3;10;23;Matches
863;Mamadou Fofana\Mamadou-Fofana;ml MLI;DFMF;Metz;fr Ligue 1;21;1998;17.6;938;88;472;453;57;6;922;5;6;83.3;5;1;582;2429;1241;570;557;97.7;1;5;Matches
864;Seko Fofana\Seko-Fofana;ci CIV;MF;Udinese;it Serie A;24;1995;25.0;1329;28;255;760;457;68;1319;75;104;72.1;76;0;1091;7776;4085;1167;1008;86.4;29;42;Matches
865;Wesley Fofana\Wesley-Fofana;fr FRA;DF;Saint-Étienne;fr Ligue 1;18;2000;13.5;822;104;484;359;42;12;786;6;8;75.0;6;0;495;3894;2146;485;472;97.3;5;6;Matches
866;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Strasbourg;fr Ligue 1;20;1999;11.2;579;8;120;355;158;19;578;11;20;55.0;12;2;405;2465;1497;457;404;88.4;21;16;Matches
867;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Monaco;fr Ligue 1;20;1999;6.8;449;20;121;295;71;8;444;11;19;57.9;13;1;318;2133;1319;341;310;90.9;9;11;Matches
868;Thomas Foket\Thomas-Foket;be BEL;DF;Reims;fr Ligue 1;24;1994;27.0;1558;89;569;735;374;29;1264;15;28;53.6;16;0;849;5792;3607;934;829;88.8;13;14;Matches
869;Lamine Fomba\Lamine-Fomba;fr FRA;MF;Nîmes;fr Ligue 1;21;1998;15.3;638;31;151;349;178;22;632;19;32;59.4;23;0;363;2163;1071;408;314;77.0;25;20;Matches
870;José Fonte\Jose-Fonte;pt POR;DF;Lille;fr Ligue 1;35;1983;24.5;1663;127;741;970;67;33;1612;5;6;83.3;6;0;1113;5527;2857;1167;1148;98.4;3;4;Matches
871;Pablo Fornals\Pablo-Fornals;es ESP;MFFW;West Ham;eng Premier League;23;1996;24.1;1149;14;170;543;510;49;1113;20;39;51.3;22;3;798;4340;2309;1055;786;74.5;22;38;Matches
872;Emil Forsberg\Emil-Forsberg;se SWE;MFFW;RB Leipzig;de Bundesliga;27;1991;12.7;675;7;67;378;286;40;642;26;31;83.9;27;1;535;3287;1721;655;514;78.5;23;20;Matches
873;Hernâni Fortes\Hernani-Fortes;pt POR;MFFW;Levante;es La Liga;27;1991;7.3;276;13;66;98;141;31;269;11;29;37.9;15;0;209;1917;1335;277;189;68.2;14;10;Matches
874;Ben Foster\Ben-Foster;eng ENG;GK;Watford;eng Premier League;36;1983;38.0;1309;1057;1277;35;1;1;845;3;3;100.0;3;0;534;3608;2216;397;396;99.7;0;0;Matches
875;Lyle Foster\Lyle-Foster;za RSA;FW;Monaco;fr Ligue 1;18;2000;0.7;24;1;2;10;13;1;21;1;2;50.0;1;0;15;101;52;22;16;72.7;4;1;Matches
876;Timothy Fosu-Mensah\Timothy-Fosu-Mensah;nl NED;DF;Manchester Utd;eng Premier League;21;1998;1.5;84;2;20;49;20;3;77;1;1;100.0;1;0;50;229;123;67;57;85.1;2;1;Matches
877;Dimitri Foulquier\Dimitri-Foulquier;fr FRA;MFDF;Watford;eng Premier League;26;1993;0.7;20;3;7;9;6;0;19;2;2;100.0;2;0;12;110;71;13;9;69.2;1;1;Matches
878;Dimitri Foulquier\Dimitri-Foulquier;fr FRA;DF;Granada;es La Liga;26;1993;12.4;551;39;172;296;132;6;453;12;23;52.2;14;0;285;2153;1500;294;244;83.0;11;12;Matches
879;Juan Foyth\Juan-Foyth;ar ARG;DF;Tottenham;eng Premier League;21;1998;0.8;77;7;31;42;10;0;69;1;3;33.3;1;0;44;214;122;46;42;91.3;1;2;Matches
880;Gianluca Frabotta\Gianluca-Frabotta;it ITA;DF;Juventus;it Serie A;20;1999;1.0;72;2;15;42;23;1;67;1;3;33.3;1;0;45;231;166;55;54;98.2;1;0;Matches
881;Raphael Framberger\Raphael-Framberger;de GER;DF;Augsburg;de Bundesliga;23;1995;13.1;678;44;249;308;142;5;529;6;11;54.5;7;0;271;1659;935;308;255;82.8;15;10;Matches
882;Simon Francis\Simon-Francis;eng ENG;DF;Bournemouth;eng Premier League;34;1985;10.8;695;113;401;245;73;10;655;4;7;57.1;4;0;366;1861;747;410;382;93.2;1;2;Matches
883;Mike Frantz\Mike-Frantz;de GER;MFDF;Freiburg;de Bundesliga;32;1986;3.9;171;5;45;91;47;11;161;1;1;100.0;1;0;99;598;331;125;99;79.2;4;4;Matches
884;Ryan Fraser\Ryan-Fraser;sco SCO;MFFW;Bournemouth;eng Premier League;25;1994;23.0;1135;29;201;431;611;69;1014;10;23;43.5;12;0;799;5675;3503;1001;786;78.5;32;21;Matches
885;Fred\Fred;br BRA;MF;Manchester Utd;eng Premier League;26;1993;24.0;2035;69;480;1216;487;23;1943;40;52;76.9;43;4;1482;7763;3976;1478;1393;94.2;28;40;Matches
886;Ryan Fredericks\Ryan-Fredericks;eng ENG;DF;West Ham;eng Premier League;26;1992;24.9;1382;92;442;603;416;32;1174;13;29;44.8;13;0;727;4329;2691;800;721;90.1;20;16;Matches
887;Kieron Freeman\Kieron-Freeman;wal WAL;FW;Sheffield Utd;eng Premier League;27;1992;0.1;3;0;0;0;3;0;3;0;0;;0;0;1;1;0;4;2;50.0;1;0;Matches
888;Luke Freeman\Luke-Freeman;eng ENG;MF;Sheffield Utd;eng Premier League;27;1992;4.1;204;8;29;77;114;8;197;7;8;87.5;7;0;146;1045;584;157;124;79.0;4;13;Matches
889;Remo Freuler\Remo-Freuler;ch SUI;MF;Atalanta;it Serie A;27;1992;26.0;1941;54;367;1167;555;47;1849;21;37;56.8;25;2;1366;7953;4055;1439;1353;94.0;24;22;Matches
890;Marco Friedl\Marco-Friedl;at AUT;DF;Werder Bremen;de Bundesliga;21;1998;24.3;1583;109;552;769;343;14;1326;13;18;72.2;13;0;908;4281;2195;928;870;93.8;18;20;Matches
891;Marvin Friedrich\Marvin-Friedrich;de GER;DF;Union Berlin;de Bundesliga;23;1995;31.0;1533;165;868;695;89;35;1498;12;18;66.7;13;0;884;5444;2894;898;861;95.9;14;12;Matches
892;Samúel Friðjónsson\Samuel-Fridjonsson;is ISL;MF;Paderborn 07;de Bundesliga;23;1996;2.1;128;9;61;59;14;1;127;1;2;50.0;1;0;67;262;122;86;80;93.0;4;1;Matches
893;Jorge de Frutos\Jorge-de-Frutos;es ESP;MFFW;Valladolid;es La Liga;22;1997;0.7;29;0;8;13;11;3;28;0;1;0.0;0;0;15;81;45;21;16;76.2;2;2;Matches
894;Christian Fuchs\Christian-Fuchs;at AUT;DF;Leicester City;eng Premier League;33;1986;8.6;735;29;276;376;111;2;648;4;7;57.1;4;1;438;1862;853;482;465;96.5;5;1;Matches
895;Angelo Fulgini\Angelo-Fulgini;fr FRA;MF;Angers;fr Ligue 1;22;1996;17.5;1196;11;187;635;474;53;1126;61;80;76.3;62;12;947;5882;3438;1014;873;86.1;39;42;Matches
896;Niclas Füllkrug\Niclas-Fullkrug;de GER;FW;Werder Bremen;de Bundesliga;26;1993;4.5;174;6;12;77;95;32;165;5;9;55.6;5;0;97;523;242;235;137;58.3;10;5;Matches
897;Ramiro Funes Mori\Ramiro-Funes-Mori;ar ARG;DF;Villarreal;es La Liga;28;1991;5.0;310;34;168;159;8;4;303;1;1;100.0;1;0;215;1537;844;212;208;98.1;2;1;Matches
898;Daniel Fuzato\Daniel-Fuzato;br BRA;GK;Roma;it Serie A;22;1997;1.0;45;43;45;0;0;0;34;0;0;;0;0;29;91;44;27;27;100.0;0;0;Matches
899;Matteo Gabbia\Matteo-Gabbia;it ITA;DF;Milan;it Serie A;19;1999;7.6;504;81;282;234;16;5;494;0;0;;0;0;311;1627;813;340;337;99.1;1;2;Matches
900;Manolo Gabbiadini\Manolo-Gabbiadini;it ITA;FW;Sampdoria;it Serie A;27;1991;22.6;839;17;69;331;480;98;754;22;39;56.4;25;1;526;3041;1419;981;588;59.9;36;30;Matches
901;Gabriel\Gabriel;br BRA;GK;Lecce;it Serie A;26;1992;33.3;1116;1040;1112;5;0;0;700;0;0;;0;0;400;2086;1284;300;300;100.0;0;0;Matches
902;Ruben Gabrielsen\Ruben-Gabrielsen;no NOR;DF;Toulouse;fr Ligue 1;27;1992;7.3;354;68;222;147;6;4;345;3;3;100.0;3;0;220;1206;583;219;213;97.3;0;1;Matches
903;Mijat Ga?inovi?\Mijat-Gacinovic;rs SRB;MFFW;Eint Frankfurt;de Bundesliga;24;1995;11.6;528;5;76;302;190;30;509;19;36;52.8;21;6;343;2276;1204;486;332;68.3;21;15;Matches
904;Luca Gagliano\Luca-Gagliano;it ITA;FW;Cagliari;it Serie A;19;2000;0.6;18;0;2;12;5;3;16;0;0;;0;0;9;52;32;17;11;64.7;1;1;Matches
905;Roberto Gagliardini\Roberto-Gagliardini;it ITA;MF;Inter;it Serie A;25;1994;20.0;1171;49;227;661;369;67;1153;9;16;56.3;10;1;756;4907;2917;935;835;89.3;17;21;Matches
906;Riccardo Gagliolo\Riccardo-Gagliolo;se SWE;DF;Parma;it Serie A;29;1990;28.9;1686;160;653;787;329;45;1465;16;23;69.6;16;1;922;4858;3083;998;947;94.9;16;10;Matches
907;Nicolás Gaitán\Nicolas-Gaitan;ar ARG;MFFW;Lille;fr Ligue 1;31;1988;0.6;39;2;5;19;18;4;36;2;3;66.7;2;0;22;109;49;24;20;83.3;2;1;Matches
908;Marvin Gakpa\Marvin-Gakpa;fr FRA;MFFW;Metz;fr Ligue 1;25;1993;5.2;325;3;39;176;137;14;295;7;14;50.0;7;1;240;1489;780;248;217;87.5;9;12;Matches
909;Enric Gallego\Enric-Gallego;es ESP;FW;Osasuna;es La Liga;32;1986;9.8;380;10;24;184;182;52;366;6;13;46.2;7;1;155;557;207;565;286;50.6;36;9;Matches
910;Enric Gallego\Enric-Gallego;es ESP;FW;Getafe;es La Liga;32;1986;1.8;80;2;10;37;36;11;78;2;4;50.0;2;0;39;172;44;120;55;45.8;10;3;Matches
911;Kévin Gameiro\Kevin-Gameiro;fr FRA;FW;Valencia;es La Liga;32;1987;17.6;597;7;50;288;300;91;555;22;31;71.0;23;0;444;2939;1384;680;427;62.8;47;32;Matches
912;Fran Gámez\Fran-Gamez;es ESP;DF;Mallorca;es La Liga;28;1991;19.6;1104;99;352;488;334;18;927;16;22;72.7;18;2;585;3554;2090;628;541;86.1;23;14;Matches
913;Idrissa Gana Gueye\Idrissa-Gana-Gueye;sn SEN;MF;Paris S-G;fr Ligue 1;29;1989;18.4;1807;40;317;1241;357;23;1793;23;35;65.7;23;3;1345;6649;3335;1483;1423;96.0;13;20;Matches
914;Ignatius Ganago\Ignatius-Ganago;cm CMR;FWMF;Nice;fr Ligue 1;20;1999;13.8;521;13;69;246;247;46;509;23;53;43.4;29;2;407;2701;1738;581;399;68.7;35;17;Matches
915;Ezequiel Garay\Ezequiel-Garay;ar ARG;DF;Valencia;es La Liga;32;1986;16.0;997;175;589;453;36;12;976;0;0;;0;0;631;4263;2239;720;710;98.6;2;1;Matches
916;Dani García\Dani-Garcia;es ESP;MF;Athletic Club;es La Liga;29;1990;33.7;1782;84;465;1248;144;12;1746;9;11;81.8;9;1;995;4174;1866;1066;1014;95.1;10;19;Matches
917;David García\David-Garcia;es ESP;DF;Osasuna;es La Liga;25;1994;31.0;1540;156;719;848;46;27;1485;2;3;66.7;2;0;634;3182;1597;720;697;96.8;4;2;Matches
918;Eric García\Eric-Garcia;es ESP;DF;Manchester City;eng Premier League;18;2001;8.8;785;61;326;488;18;3;778;7;7;100.0;7;0;611;2667;1459;645;637;98.8;1;1;Matches
919;Javi García\Javi-Garcia;es ESP;MF;Betis;es La Liga;32;1987;4.2;239;17;71;163;15;6;229;1;2;50.0;1;0;133;707;275;168;159;94.6;4;3;Matches
920;Manu García\Manu-Garcia;es ESP;MF;Alavés;es La Liga;33;1986;21.9;961;57;203;654;134;28;951;10;15;66.7;12;0;514;2144;734;655;532;81.2;20;25;Matches
921;Raúl García\Raul-Garcia;es ESP;DFMF;Valladolid;es La Liga;30;1989;11.2;589;28;170;299;150;8;463;3;8;37.5;3;0;274;1686;976;312;273;87.5;8;4;Matches
922;Raúl García\Raul-Garcia;es ESP;DF;Getafe;es La Liga;30;1989;2.7;174;9;46;84;58;0;137;4;5;80.0;4;0;88;598;330;84;78;92.9;2;2;Matches
923;Raúl García\Raul-Garcia;es ESP;MFFW;Athletic Club;es La Liga;33;1986;31.9;1366;51;177;702;549;106;1344;8;16;50.0;9;2;601;2981;1530;1409;925;65.6;68;29;Matches
924;Rubén García\Ruben-Garcia;es ESP;MFFW;Osasuna;es La Liga;26;1993;24.3;1354;23;163;651;609;60;1200;31;44;70.5;31;3;842;4400;2369;1189;886;74.5;67;46;Matches
925;Unai García\Unai-Garcia;es ESP;DF;Osasuna;es La Liga;27;1992;6.0;281;37;131;140;25;4;248;3;4;75.0;3;0;115;780;426;117;111;94.9;4;0;Matches
926;Víctor García\Victor-Garcia;es ESP;FWMF;Valladolid;es La Liga;22;1997;1.0;42;0;10;22;14;2;42;3;5;60.0;3;0;31;276;132;38;28;73.7;0;0;Matches
927;James Garner\James-Garner;eng ENG;MF;Manchester Utd;eng Premier League;18;2001;0.1;17;1;1;12;4;0;17;0;0;;0;0;11;21;5;14;14;100.0;0;0;Matches
928;Manuel Garrido\Manuel-Garrido;es ESP;FW;Leganés;es La Liga;18;2000;1.3;42;1;1;18;24;3;40;2;3;66.7;2;0;22;115;60;64;34;53.1;5;1;Matches
929;Mario Gaspar\Mario-Gaspar;es ESP;DF;Villarreal;es La Liga;28;1990;21.8;1325;83;425;656;299;39;1103;3;10;30.0;4;0;663;2579;1428;832;733;88.1;15;6;Matches
930;Daniele Gastaldello\Daniele-Gastaldello;it ITA;DF;Brescia;it Serie A;36;1983;4.3;201;51;126;78;6;3;190;1;1;100.0;1;0;92;598;350;100;97;97.0;1;0;Matches
931;Dwight Gayle\Dwight-Gayle;eng ENG;FW;Newcastle Utd;eng Premier League;28;1990;9.4;243;8;27;123;104;37;227;4;5;80.0;4;0;115;645;287;303;161;53.1;18;11;Matches
932;Paulo Gazzaniga\Paulo-Gazzaniga;ar ARG;GK;Tottenham;eng Premier League;27;1992;17.9;553;505;553;0;0;0;391;0;0;;0;0;239;909;496;231;229;99.1;1;0;Matches
933;Jean-Philippe Gbamin\Jean-Philippe-Gbamin;ci CIV;MF;Everton;eng Premier League;23;1995;1.5;85;8;21;57;14;0;83;1;1;100.0;1;0;57;334;142;56;54;96.4;0;5;Matches
934;Yann Gboho\Yann-Gboho;fr FRA;FW;Rennes;fr Ligue 1;18;2001;2.5;93;2;6;47;50;7;92;7;10;70.0;8;0;80;604;380;112;69;61.6;9;10;Matches
935;David de Gea\David-de-Gea;es ESP;GK;Manchester Utd;eng Premier League;28;1990;38.0;997;927;997;0;0;0;658;0;0;;0;0;420;1852;878;373;372;99.7;0;0;Matches
936;Theodor Gebre Selassie\Theodor-Gebre-Selassie;cz CZE;DF;Werder Bremen;de Bundesliga;32;1986;27.0;1631;121;512;868;341;44;1406;7;19;36.8;9;0;916;4471;2285;1087;981;90.2;22;15;Matches
937;Dennis Geiger\Dennis-Geiger;de GER;MF;Hoffenheim;de Bundesliga;21;1998;12.6;724;15;118;422;230;13;646;7;10;70.0;8;0;490;2516;1146;610;495;81.1;22;18;Matches
938;Jérémy Gélin\Jeremy-Gelin;fr FRA;DFMF;Rennes;fr Ligue 1;22;1997;10.3;632;93;343;302;20;6;616;1;1;100.0;1;0;410;1720;782;438;432;98.6;4;1;Matches
939;Christian Gentner\Christian-Gentner;de GER;MF;Union Berlin;de Bundesliga;33;1985;27.1;1371;76;294;781;355;53;1317;20;26;76.9;22;0;704;3522;1609;928;772;83.2;30;24;Matches
940;Yannick Gerhardt\Yannick-Gerhardt;de GER;MF;Wolfsburg;de Bundesliga;25;1994;9.2;512;13;81;310;140;19;503;4;11;36.4;4;0;321;1706;851;361;312;86.4;10;10;Matches
941;Valère Germain\Valere-Germain;fr FRA;FW;Marseille;fr Ligue 1;29;1990;15.0;605;27;81;281;268;49;589;4;12;33.3;5;1;355;1517;584;624;415;66.5;20;22;Matches
942;Gervinho\Gervinho;ci CIV;FW;Parma;it Serie A;32;1987;25.2;775;4;75;340;462;129;757;60;104;57.7;67;3;680;6832;4612;967;624;64.5;55;56;Matches
943;Anwar El Ghazi\Anwar-El-Ghazi;nl NED;FWMF;Aston Villa;eng Premier League;24;1995;22.8;843;29;121;311;487;73;798;35;56;62.5;37;3;591;4373;2616;912;606;66.4;37;41;Matches
944;Rachid Ghezzal\Rachid-Ghezzal;dz ALG;MFFW;Fiorentina;it Serie A;27;1992;9.2;618;15;100;321;237;28;587;16;32;50.0;16;4;459;2784;1360;517;458;88.6;17;17;Matches
945;Andrea Ghezzi\Andrea-Ghezzi;it ITA;DFMF;Brescia;it Serie A;;;0.4;3;0;1;3;0;0;3;0;0;;0;0;1;3;0;1;1;100.0;1;0;Matches
946;Paolo Ghiglione\Paolo-Ghiglione;it ITA;DF;Genoa;it Serie A;22;1997;19.1;1128;58;316;482;382;29;987;25;52;48.1;33;4;745;3516;2306;818;711;86.9;23;19;Matches
947;Andrea Ghion\Andrea-Ghion;it ITA;MFFW;Sassuolo;it Serie A;19;2000;0.5;54;0;9;28;21;2;52;0;1;0.0;0;0;40;297;208;46;43;93.5;0;0;Matches
948;Saman Ghoddos\Saman-Ghoddos;ir IRN;FW;Amiens;fr Ligue 1;25;1993;2.6;129;2;21;62;55;6;115;3;5;60.0;3;0;79;351;242;109;80;73.4;7;4;Matches
949;Faouzi Ghoulam\Faouzi-Ghoulam;dz ALG;DF;Napoli;it Serie A;28;1991;4.2;340;14;66;162;130;3;283;5;5;100.0;5;0;210;971;558;247;227;91.9;4;1;Matches
950;Morgan Gibbs-White\Morgan-Gibbs-White;eng ENG;MFFW;Wolves;eng Premier League;19;2000;1.4;99;1;15;49;42;5;97;1;5;20.0;1;0;77;459;264;99;80;80.8;7;1;Matches
951;Niko Gießelmann\Niko-Giesselmann;de GER;DF;Düsseldorf;de Bundesliga;27;1991;22.9;1378;79;551;582;326;13;1129;8;16;50.0;9;1;717;4052;2117;810;737;91.0;26;11;Matches
